,Date,Short Description,Accurate Sentiments,Price,Open,High,Low,Vol.,Change %,roolin7,roolin30,shift_price,new Short Description,sentiment_result
72,2021-11-30 08:53:00,the governor said that mining should be classified as xcentrepreneurial activityxd and he spoke about providing them with designated sites for their xcindustrial activityxd,0.0,59995.4,60514.8,60609.4,59494.3,44.47,-0.85,60793.357142857145,62403.38,59138.5,governor said mining classified xcentrepreneurial activityxd spoke providing designated sites xcindustrial activityxd,0
73,2021-11-30 11:17:00,the government found itself swimming against the tide and mps appear to have made their decisive moveâ,0.903325080871582,60511.6,58134.4,60625.4,57656.8,102.12,4.09,60409.12857142857,62324.736666666664,59995.4,government found swimming tide mps appear made decisive moveâ,1
74,2021-11-30 16:21:00,get your daily bitesized digest of cryptoasset and blockchainrelated news,0.0,58134.5,57335.5,58484.1,57329.6,98.42,1.39,59722.82857142857,62155.71666666667,60511.6,get daily bitesized digest cryptoasset blockchainrelated news,0
75,2021-12-09 13:29:00,microstrategy's average buying price for the latest purchase is almost  above the current market price for bitcoin,0.9638903737068176,57338.7,57638.0,57975.9,55576.6,102.15,-0.51,59091.557142857135,61983.69333333333,58134.5,microstrategy's average buying price latest purchase almost current market price bitcoin,1
76,2021-12-09 14:58:00,it is possible that xcdedicated investors know something the general public doesn't about cryptocurrency or perhaps they are simply more risktolerant',0.0,57635.0,57045.6,58019.9,56415.3,77.65,1.03,58709.54285714286,61894.31999999999,57338.7,possible xcdedicated investors know something general public cryptocurrency perhaps simply risktolerant',0
77,2021-12-09 17:34:00,the hashrate doubled since july,0.9995642304420472,57049.6,54868.0,57956.7,54595.4,105.33,3.99,58543.32857142858,61775.01333333333,57635.0,hashrate doubled since july,1
78,2021-12-09 21:00:00,the public has not been told how the coins are being budgeted for,0.0,54861.3,54161.4,55292.7,53642.4,51.99,1.3,57932.3,61531.823333333334,57049.6,public told coins budgeted,0
79,2021-12-10 12:59:00,the rapid growth of crypto assets associated products  services and interlinkages with the regulated financial system are intensifying the need for global crypto regulation,0.985601842403412,54156.5,53965.0,54819.2,53754.3,58.11,0.35,57098.17142857143,61262.18666666667,54861.3,rapid growth crypto assets associated products services interlinkages regulated financial system intensifying need global crypto regulation,1
80,2021-12-10 14:41:00,btc rose by about  in a matter of just  minutes,0.9996711015701294,53966.8,56179.7,56969.1,52644.6,155.84,-3.94,56163.200000000004,60967.1,54156.5,btc rose matter minutes,1
81,2021-12-10 15:48:00,bitcoin should move away from the xcclimate disasterxd that is its pow consensus mechanism ripple's chris larsen argued,0.0,56183.2,57970.7,58318.9,55744.6,90.36,-3.09,55884.442857142865,60771.16,53966.8,bitcoin move away xcclimate disasterxd pow consensus mechanism ripple's chris larsen argued,0
82,2021-12-10 17:50:00,this would be the fourthhighest increase since may,0.999679684638977,57973.4,57490.4,58508.8,55732.1,108.44,0.86,55975.114285714284,60634.24,56183.2,would fourthhighest increase since may,1
83,2021-12-11 00:00:00,officers are forced to seek the help of crypto firms in 'special legal status',0.0,57479.8,59133.7,59799.7,57436.9,74.77,-2.8,55952.942857142865,60525.193333333336,57973.4,officers forced seek help crypto firms 'special legal status',0
84,2021-12-13 14:01:00,the company's ceo stated that the business was looking xcat the ecosystem around cryptoxd and is xcinvesting in that ecosystem,0.0,59134.0,57309.0,59416.6,57185.8,73.18,3.17,56250.71428571428,60474.80333333334,57479.8,company's ceo stated business looking xcat ecosystem around cryptoxd xcinvesting ecosystem,0
85,2021-12-13 15:53:00,any move against the chivo app in the usa could undermine the wallet's function as a remittance solution,-0.9937605261802672,57315.7,58975.7,59058.7,57232.4,63.95,-2.82,56601.34285714285,60357.47666666667,59134.0,move chivo app usa could undermine wallet's function remittance solution,-1
86,2021-12-13 17:29:00,get your daily bitesized digest of cryptoasset and blockchainrelated news,0.0,58978.6,59120.4,59447.0,58761.1,30.86,-0.24,57290.21428571428,60212.12333333334,57315.7,get daily bitesized digest cryptoasset blockchainrelated news,0
87,2021-12-13 19:00:00,'as we move into year end and q  i don't see how we can take out bitcoin at usd  or ether at usd ',0.0,59119.7,59371.7,59817.6,57874.7,87.31,-0.43,58026.34285714286,59995.87666666667,58978.6,'as move year end q see take bitcoin usd ether usd ',0
88,2021-12-14 09:58:00,the russian central bank has moved to bar financial firms in the country from engaging with cryptorelated mutual funds,-0.7364974021911621,59373.5,59027.3,61150.6,58807.1,87.19,0.61,58482.09999999999,59779.443333333336,59119.7,russian central bank moved bar financial firms country engaging cryptorelated mutual funds,-1
89,2021-12-14 11:40:00,the functionality was discovered in parts of the code of a beta version of the company's ios app,0.0,59016.0,59425.6,60198.4,57912.1,109.47,-0.73,58631.042857142864,59554.1,59373.5,functionality discovered parts code beta version company's ios app,0
90,2021-12-14 12:26:00,following a drop btc and eth prices rose slightly in the early hours of tuesday as market participants positioned themselves for a potential xcbuy the newsxd event,0.9996234178543092,59450.9,62832.2,63201.4,58187.3,108.53,-5.4,58912.62857142857,59363.27333333333,59016.0,following drop btc eth prices rose slightly early hours tuesday market participants positioned potential xcbuy newsxd event,1
91,2021-12-14 17:04:00,get your daily bitesized digest of cryptoasset and blockchainrelated news,0.0,62846.2,64240.7,64472.5,62841.1,68.89,-2.22,59442.94285714285,59352.93,59450.9,get daily bitesized digest cryptoasset blockchainrelated news,0
92,2021-12-15 16:37:00,get your daily bitesized digest of cryptoasset and blockchainrelated news,0.0,64273.2,64160.7,64939.2,63796.6,41.61,0.18,60436.87142857143,59353.47666666667,62846.2,get daily bitesized digest cryptoasset blockchainrelated news,0
93,2021-12-15 17:06:00,pwc ranked countries according to  assessment criteria to determine how clear and comprehensive their tax guidance for digital assets are,0.0,64159.3,64061.7,64458.9,63579.5,54.14,0.17,61176.97142857143,59381.05999999999,64273.2,pwc ranked countries according assessment criteria determine clear comprehensive tax guidance digital assets,0
94,2021-12-15 19:17:00,the price of bitcoin btc moved up immediately following the conclusion of a twoday us federal reserve fed meeting,0.998727023601532,64053.1,60374.7,64830.1,60354.4,125.5,6.1,61881.74285714285,59397.073333333334,64159.3,price bitcoin btc moved immediately following conclusion twoday us federal reserve fed meeting,1
95,2021-12-15 21:00:00,the exchange claimed that investors could use it to make compound interest gains of a whopping  every eight hours,0.9995871186256408,60372.2,61158.3,61399.7,59815.8,74.39,-1.29,62024.41428571428,59297.87666666666,64053.1,exchange claimed investors could use make compound interest gains whopping every eight hours,1
96,2021-12-16 10:37:00,australia's four major regulators are acting through their joint body  the council of financial regulators cfr,0.0,61158.1,59010.0,61812.0,58831.1,91.31,3.65,62330.42857142857,59229.77333333333,60372.2,australia's four major regulators acting joint body council financial regulators cfr,0
97,2021-12-16 11:36:00,'the acquisition lays the foundation for building an independent transparent and highly scalable ecosystem for digital assets',0.997096061706543,59005.8,59470.3,61331.6,58612.0,69.77,-0.78,62266.84285714286,59098.68000000001,61158.1,'the acquisition lays foundation building independent transparent highly scalable ecosystem digital assets',1
98,2021-12-16 13:51:00,even if the hash rate doesn't double xcwe will still see more than gws of power coming online in all corners of the usxd said compute north ceo dave perrill,0.9962192177772522,59470.9,58445.8,59598.5,57872.0,49.19,1.75,61784.65714285714,59022.456666666665,59005.8,even hash rate double xcwe still see gws power coming online corners usxd said compute north ceo dave perrill,1
99,2021-12-16 18:23:00,the miners say they hope that official status could help them avoid spats with power providers,0.9983968138694764,58446.3,59485.4,60216.3,58436.1,30.82,-1.74,60952.24285714285,58960.363333333335,59470.9,miners say hope official status could help avoid spats power providers,1
100,2021-12-17 10:02:00,nearly half of the millennial millionaires plan to add to their crypto investments within the next  months,0.0,59483.1,58877.8,59659.5,58825.5,18.51,1.03,60284.21428571428,59002.69666666666,58446.3,nearly half millennial millionaires plan add crypto investments within next months,0
101,2021-12-17 13:03:00,xcthe two offers that are most developed and advancedxd are from binance and ftx,0.0,58877.2,57545.1,59817.3,57129.1,64.01,2.33,59544.8,58993.98666666667,59483.1,xcthe two offers developed advancedxd binance ftx,0
102,2021-12-17 14:12:00,another trend the analysts noted is that the average lifespan of a financial scam is getting shorter and shorter,-0.9934988021850586,57534.6,58710.1,59831.4,56275.7,81.47,-2.0,59139.42857142857,58911.96,58877.2,another trend analysts noted average lifespan financial scam getting shorter shorter,-1
103,2021-12-17 16:37:00,get your daily bitesized digest of cryptoasset and blockchainrelated news,0.0,58707.8,60594.6,61543.0,58491.2,64.79,-3.11,58789.385714285716,58851.833333333336,57534.6,get daily bitesized digest cryptoasset blockchainrelated news,0
104,2021-12-18 03:00:00,sbi holdings has unveiled the nation's first crypto fund for individual retail investors,0.0,60595.2,59350.2,61537.0,58492.4,62.92,2.1,59016.44285714285,58933.85666666667,58707.8,sbi holdings unveiled nation's first crypto fund individual retail investors,0
105,2021-12-18 17:03:00,the xcauthoritiesxd were discussing a range of options xcfrom a complete ban on [crypto] ownership and purchasexd to xcthe legalization of bitcoin exchangesxd,0.0,59350.0,58711.7,60606.2,57689.0,79.31,1.08,58999.17142857143,59000.9,60595.2,xcauthoritiesxd discussing range options xcfrom complete ban [crypto] ownership purchasexd xcthe legalization bitcoin exchangesxd,0
106,2021-12-20 17:19:00,get your daily bitesized digest of cryptoasset and blockchainrelated news,0.0,58713.3,60929.8,61677.3,58388.7,41.06,-3.64,59037.31428571429,59036.84333333334,59350.0,get daily bitesized digest cryptoasset blockchainrelated news,0
107,2021-12-21 19:00:00,'i will give [you] a hint: we do not see any place for cryptocurrency in the russian financial market' said the deputy chairman of the central bank,0.0,60931.7,60844.5,61344.5,60264.2,22.91,0.13,59244.25714285714,59166.246666666666,58713.3,'i give [you] hint: see place cryptocurrency russian financial market' said deputy chairman central bank,0
108,2021-12-22 16:49:00,get your daily bitesized digest of cryptoasset and blockchainrelated news,0.0,60850.6,61697.8,61712.3,59570.2,69.55,-1.38,59526.17142857142,59365.89,60931.7,get daily bitesized digest cryptoasset blockchainrelated news,0
109,2021-12-23 15:37:00,'it's sad to see people losing their houses family members and livelihood',-0.9922882318496704,61699.7,55112.8,62563.5,54786.9,109.77,11.94,60121.18571428571,59617.329999999994,60850.6,'it's sad see people losing houses family members livelihood',-1
110,2021-12-23 16:23:00,get your daily bitesized digest of cryptoasset and blockchainrelated news,0.0,55120.9,56049.9,57669.6,54598.5,94.52,-1.67,59608.77142857143,59655.8,61699.7,get daily bitesized digest cryptoasset blockchainrelated news,0
111,2021-12-24 01:00:00,and pay rates at the firms are on the up too,0.999215006828308,56057.8,54010.8,57025.6,53998.2,113.89,3.85,58960.57142857143,59651.619999999995,55120.9,pay rates firms,1
112,2021-12-24 04:32:00,bitcoin price is up  and there was a clear move above usd  ethereum climbed above usd  xrp is consolidating below the usd  resistance,0.999427855014801,53979.0,58142.9,58291.4,49486.9,333.46,-7.16,58193.28571428572,59518.473333333335,56057.8,bitcoin price clear move usd ethereum climbed usd xrp consolidating usd resistance,1
113,2021-12-24 12:28:00,bitcoin price is consolidating gains above usd  ethereum is showing positive signs above usd  xrp could attempt an upside break,0.9995348453521729,58141.8,60700.2,61086.5,57346.9,72.71,-4.21,58111.642857142855,59540.54,53979.0,bitcoin price consolidating gains usd ethereum showing positive signs usd xrp could attempt upside break,1
114,2021-12-24 13:30:00,strong performance over the past day has been seen across the crypto market,0.9995636343955994,60696.7,61480.8,62184.2,59914.6,65.74,-1.27,58078.07142857143,59592.63,58141.8,strong performance past day seen across crypto market,1
115,2021-12-24 15:00:00,the government appears to have found a workaround that does not involve any legislative changes,0.0,61478.7,65351.8,65567.1,61242.3,93.89,-5.96,58167.8,59731.39666666666,60696.7,government appears found workaround involve legislative changes,0
116,2021-12-24 17:00:00,the dogecoin foundation is working on a staking mechanism in collaboration with the ethereum eth cofounder vitalik buterin,0.0,65372.9,64625.7,65587.9,62303.9,84.2,1.16,58692.54285714286,59944.54,61478.7,dogecoin foundation working staking mechanism collaboration ethereum eth cofounder vitalik buterin,0
117,2021-12-25 01:00:00,the nta said that crypto investors need to make a note of coins' market prices at the time of acquisition  or they may face problems when making tax declarations,0.0,64626.0,66185.4,66825.6,64538.3,51.52,-2.36,60050.41428571428,60128.083333333336,65372.9,nta said crypto investors need make note coins' market prices time acquisition may face problems making tax declarations,0
118,2021-12-27 05:07:00,bitcoin price is showing positive signs near usd  ethereum targets usd  xrp is consolidating near usd ,0.9995300769805908,66184.9,66796.1,66998.3,65328.7,54.43,-0.92,61497.142857142855,60355.13,64626.0,bitcoin price showing positive signs near usd ethereum targets usd xrp consolidating near usd,1
119,2021-12-27 10:33:00,'illegal debt is not protected by law' and a token was an 'illegal object' that 'cannot be protected by the law',0.0,66798.7,68256.3,70000.2,66544.5,85.67,-2.14,63328.52857142857,60614.55333333333,66184.9,'illegal debt protected law' token 'illegal object' 'cannot protected law',0
120,2021-12-27 13:42:00,there is a new telegram malware which joins cryptofocused groups in a bid to steal crypto wallets and account credentials said safeguard cyber,0.0,68256.3,67888.9,68291.9,67067.8,26.17,0.61,64773.45714285714,60908.066666666666,66798.7,new telegram malware joins cryptofocused groups bid steal crypto wallets account credentials said safeguard cyber,0
121,2021-12-27 16:37:00,get your daily bitesized digest of cryptoasset and blockchainrelated news,0.0,67843.1,67910.8,69387.6,66776.8,67.99,-0.1,65794.37142857142,61074.630000000005,68256.3,get daily bitesized digest cryptoasset blockchainrelated news,0
122,2021-12-28 05:06:00,bitcoin price started a fresh decline from usd  ethereum declined below usd  xrp broke the usd  support,-0.9979612827301024,67908.6,65799.7,68205.0,65764.3,59.13,3.21,66712.92857142857,61195.80999999999,67843.1,bitcoin price started fresh decline usd ethereum declined usd xrp broke usd support,-1
123,2021-12-28 09:55:00,a leverage squeeze refers to an event where price moves quickly either down or up,-0.9977965354919434,65799.3,65363.9,66088.6,63500.9,77.46,0.66,66773.84285714287,61250.47666666667,67908.6,leverage squeeze refers event price moves quickly either,-1
124,2021-12-28 10:57:00,cold weather in some of bitcoin and crypto mining's newer hotspots is bringing bad tidings for the industry,-0.9979239702224731,65370.5,65936.8,67072.1,65155.2,52.47,-0.86,66880.2,61294.39,65799.3,cold weather bitcoin crypto mining's newer hotspots bringing bad tidings industry,-1
125,2021-12-28 13:49:00,source: adobechungkingâxacrypto users in mainland china are still finding ways to trade while major exchanges are preparing to disable service for chinese users by the end of the yearas  is coming to an,0.0,65937.8,67550.4,67750.2,65512.9,69.58,-2.39,66844.90000000001,61479.91,65370.5,source: adobechungkingâxacrypto users mainland china still finding ways trade major exchanges preparing disable service chinese users end yearas coming,0
126,2021-12-29 04:34:00,bitcoin price extended decline below usd  ethereum tested usd  xrp dropped to usd ,-0.99778014421463,67553.6,68158.4,68468.9,66601.8,54.88,-0.89,66952.74285714286,61693.09333333334,65937.8,bitcoin price extended decline usd ethereum tested usd xrp dropped usd,-1
127,2021-12-29 16:16:00,observers say that similar measures may become commonplace for major trading platforms in the year ahead,0.0,68158.7,67147.8,68352.9,65825.6,47.19,1.5,66938.8,61998.189999999995,67553.6,observers say similar measures may become commonplace major trading platforms year ahead,0
128,2021-12-29 17:01:00,get your daily bitesized digest of cryptoasset and blockchainrelated news,0.0,67148.5,66677.0,67586.4,66257.4,32.94,0.71,66839.57142857143,62254.11,68158.7,get daily bitesized digest cryptoasset blockchainrelated news,0
129,2021-12-30 04:38:00,bitcoin price extended decline below usd  ethereum tested usd  xrp is approaching the usd  support,-0.997182846069336,66677.4,63981.2,67390.4,63326.1,82.87,4.22,66663.68571428572,62528.479999999996,67148.5,bitcoin price extended decline usd ethereum tested usd xrp approaching usd support,-1
